age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid,length_of_stay
36,M,African-American,25 - 45,Low,Female,1,0,1,0,0,0
54,M,Caucasian,Greater than 45,Low,Male,0,0,1,0,0,0
25,F,African-American,25 - 45,High,Male,5,-1,9,1,1,155
24,F,Caucasian,Less than 25,Medium,Male,3,-1,5,1,1,39
23,M,Hispanic,Less than 25,Medium,Male,0,-1,7,0,0,1
61,M,Caucasian,Greater than 45,Low,Male,0,0,1,0,0,0
42,M,Caucasian,25 - 45,Low,Female,0,-1,1,0,0,1
28,M,Caucasian,25 - 45,Low,Male,1,0,2,1,1,0
27,M,African-American,25 - 45,Medium,Male,1,-1,5,0,0,2
24,M,Caucasian,Less than 25,Low,Male,2,-18,3,0,0,15
32,F,African-American,25 - 45,High,Male,16,-1,10,1,1,1
38,F,Caucasian,25 - 45,Low,Male,0,-7,1,0,0,7
21,M,Caucasian,Less than 25,Low,Male,1,-1,3,1,0,1
27,F,African-American,25 - 45,Medium,Male,1,-1,7,1,1,168
39,F,Caucasian,25 - 45,Low,Male,0,-1,4,0,0,0
29,F,Caucasian,25 - 45,Low,Male,0,-1,1,0,0,1
29,F,Caucasian,25 - 45,Low,Male,1,-2,3,0,0,1
36,F,Caucasian,25 - 45,Low,Male,1,23,4,1,1,2
46,F,African-American,Greater than 45,Medium,Male,0,0,7,1,1,0
44,F,African-American,25 - 45,Medium,Male,7,-1,6,1,0,24
27,M,African-American,25 - 45,Low,Male,0,-1,2,0,0,2
27,F,African-American,25 - 45,Medium,Male,8,-1,7,1,1,49
61,M,Caucasian,Greater than 45,Low,Male,0,0,1,0,0,2
47,M,African-American,Greater than 45,Low,Male,0,-1,1,1,1,1
27,M,African-American,25 - 45,Low,Male,1,-1,1,0,0,1
28,F,Caucasian,25 - 45,Low,Male,0,-1,2,1,1,2
31,M,Caucasian,25 - 45,Medium,Female,1,-1,5,1,1,11
26,M,Caucasian,25 - 45,Low,Male,9,0,4,1,1,1
53,F,African-American,Greater than 45,Low,Male,2,-1,2,1,1,8
26,F,African-American,25 - 45,Medium,Male,1,-1,5,1,1,23
25,F,African-American,25 - 45,Low,Male,2,-23,4,0,0,18
23,M,Other,Less than 25,High,Male,5,-1,10,1,1,32
21,M,African-American,Less than 25,High,Female,4,-1,8,1,1,1
23,M,African-American,Less than 25,Low,Male,1,0,4,0,0,3
30,M,Other,25 - 45,Low,Male,3,-1,1,0,0,1
45,F,African-American,Greater than 45,Low,Female,2,-1,3,0,0,12
27,M,African-American,25 - 45,Medium,Male,2,-1,5,1,1,9
26,M,African-American,25 - 45,Low,Female,0,-1,2,0,0,1
21,F,Caucasian,Less than 25,High,Male,0,-1,8,1,1,7
62,M,Caucasian,Greater than 45,Low,Female,0,-1,1,0,0,4
48,F,Caucasian,Greater than 45,Low,Male,0,-1,3,0,0,27
53,M,African-American,Greater than 45,Low,Male,1,-1,1,0,0,1
62,M,African-American,Greater than 45,Low,Male,3,-1,3,1,1,2
28,F,African-American,25 - 45,High,Male,5,-1,10,0,0,137
56,F,Caucasian,Greater than 45,Low,Male,1,0,2,0,0,1
35,F,Hispanic,25 - 45,Low,Male,2,-8,1,0,0,8
56,M,Hispanic,Greater than 45,Low,Female,2,-1,1,1,1,49
22,F,African-American,Less than 25,Medium,Male,2,-1,7,1,1,2
26,F,African-American,25 - 45,High,Male,5,-1,8,1,1,36
35,M,African-American,25 - 45,Medium,Male,4,0,5,0,0,1
22,F,African-American,Less than 25,Low,Male,1,-1,3,1,1,15
37,F,African-American,25 - 45,Low,Female,7,-1,3,0,0,2
32,F,African-American,25 - 45,Low,Female,0,0,2,0,0,0
33,F,African-American,25 - 45,Medium,Female,3,-1,6,1,1,9
38,F,Other,25 - 45,Low,Male,2,0,3,1,1,0
53,M,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,1
32,M,Caucasian,25 - 45,Low,Male,0,-1,1,0,0,1
26,M,Caucasian,25 - 45,Low,Male,0,-1,2,0,0,1
61,M,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,2
21,M,African-American,Less than 25,High,Male,0,-1,10,0,0,1
69,M,African-American,Greater than 45,Medium,Male,22,-1,5,0,0,1
26,M,African-American,25 - 45,Low,Male,0,0,4,0,0,0
30,F,African-American,25 - 45,High,Male,9,-1,10,1,1,196
21,F,Caucasian,Less than 25,Low,Male,1,-5,4,0,0,1
41,M,Caucasian,25 - 45,Low,Male,0,0,2,0,0,0
45,F,African-American,Greater than 45,Medium,Male,0,-1,6,1,1,1
31,F,African-American,25 - 45,Medium,Male,10,-1,5,1,1,1
22,F,Caucasian,Less than 25,Low,Male,0,-2,3,0,0,1
54,F,Caucasian,Greater than 45,Low,Female,0,0,3,1,1,20
50,M,Caucasian,Greater than 45,Low,Male,2,-1,1,1,1,1
37,F,Other,25 - 45,Low,Male,11,-1,3,0,0,1
21,F,African-American,Less than 25,High,Female,0,-1,8,1,1,1
23,M,Hispanic,Less than 25,Medium,Male,6,-1,7,1,1,5
30,F,Caucasian,25 - 45,Low,Male,0,-1,3,1,1,1
30,F,African-American,25 - 45,High,Male,11,-1,8,1,1,3
26,M,Caucasian,25 - 45,Low,Male,5,0,4,0,0,0
59,M,African-American,Greater than 45,Low,Female,0,-1,2,0,0,1
29,F,African-American,25 - 45,High,Male,13,-1,8,1,1,1
67,F,Hispanic,Greater than 45,Low,Male,0,-3,1,0,0,1
30,F,Caucasian,25 - 45,High,Male,13,-2,8,1,1,33
25,M,African-American,25 - 45,Medium,Male,5,-1,5,1,1,1
45,F,Hispanic,Greater than 45,Medium,Male,8,-1,6,0,0,1
22,F,African-American,Less than 25,Low,Male,0,0,3,1,0,0
41,F,African-American,25 - 45,Low,Male,8,0,1,1,1,2
46,F,Asian,Greater than 45,Medium,Male,3,-1,5,1,1,60
27,M,Other,25 - 45,Medium,Male,0,-1,5,0,0,2
37,F,African-American,25 - 45,Medium,Female,13,-1,6,1,0,2
22,F,African-American,Less than 25,Low,Male,0,-1,3,1,1,13
19,F,African-American,Less than 25,Low,Male,0,-1,4,1,1,1
45,M,Caucasian,Greater than 45,Low,Male,2,-1,2,0,0,1
33,F,African-American,25 - 45,High,Female,5,-1,9,1,1,1
52,F,African-American,Greater than 45,Medium,Male,7,-1,5,1,0,182
21,F,African-American,Less than 25,Medium,Female,0,-1,6,0,0,1
43,M,African-American,25 - 45,High,Male,6,0,10,1,1,1
33,F,Caucasian,25 - 45,Medium,Male,3,-1,6,0,0,1
26,F,African-American,25 - 45,High,Male,3,-1,10,1,1,4
37,M,Caucasian,25 - 45,Low,Male,0,-1,3,0,0,2
38,F,African-American,25 - 45,Low,Male,1,-8,1,1,1,8
35,M,Hispanic,25 - 45,Low,Male,1,-1,1,1,1,1
27,F,African-American,25 - 45,Low,Male,1,-1,2,1,1,1
40,F,Other,25 - 45,Low,Male,1,0,1,0,0,1
21,F,African-American,Less than 25,Medium,Male,1,-2,5,0,0,1
38,F,Caucasian,25 - 45,High,Male,3,-1,9,1,1,2
37,M,Caucasian,25 - 45,Low,Male,0,-1,4,0,0,1
44,F,Caucasian,25 - 45,Low,Male,0,-1,1,0,0,1
30,F,African-American,25 - 45,Low,Male,0,-1,2,0,0,1
40,F,Hispanic,25 - 45,Low,Male,0,0,1,0,0,0
49,F,Caucasian,Greater than 45,Low,Male,1,-22,1,0,0,2
67,M,Caucasian,Greater than 45,Low,Male,0,0,1,0,0,0
59,F,African-American,Greater than 45,High,Male,14,-1,8,1,1,33
21,F,African-American,Less than 25,High,Male,1,-1,10,1,1,2
31,M,Caucasian,25 - 45,Medium,Male,6,-1,7,0,0,10
50,F,Caucasian,Greater than 45,Low,Female,2,-1,1,1,1,1
30,F,African-American,25 - 45,Low,Male,7,-1,3,0,0,1
28,M,Caucasian,25 - 45,Low,Male,1,-1,2,0,0,1
48,F,African-American,Greater than 45,Medium,Male,7,-1,7,1,1,3
55,M,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,1
42,M,Caucasian,25 - 45,Low,Male,0,-1,3,0,0,2
34,M,African-American,25 - 45,Medium,Male,0,0,7,1,1,29
43,M,African-American,25 - 45,Medium,Male,4,0,5,1,1,1
44,F,African-American,25 - 45,Low,Male,0,0,1,0,0,42
29,F,Hispanic,25 - 45,Medium,Male,17,0,6,1,1,2
25,F,Caucasian,25 - 45,Medium,Male,2,-1,5,1,1,1
32,M,African-American,25 - 45,Low,Female,0,-1,3,1,1,1
96,F,Hispanic,Greater than 45,Low,Male,2,-3,2,1,1,1
29,M,Hispanic,25 - 45,Low,Male,0,-1,2,0,0,2
27,F,Hispanic,25 - 45,Medium,Male,8,-1,5,1,1,1
31,M,Hispanic,25 - 45,Medium,Male,0,-3,5,0,0,1
24,F,African-American,Less than 25,Low,Male,1,-1,3,1,1,1
34,F,African-American,25 - 45,Medium,Male,0,0,7,1,1,241
48,F,African-American,Greater than 45,Low,Male,2,0,1,1,1,1
41,F,African-American,25 - 45,Low,Male,1,-1,1,0,0,2
26,M,African-American,25 - 45,High,Male,12,-1,9,1,1,11
42,F,African-American,25 - 45,Medium,Male,0,0,5,1,1,7
29,M,African-American,25 - 45,Medium,Male,0,-1,5,0,0,42
26,M,Caucasian,25 - 45,Low,Male,0,-1,2,0,0,1
27,F,African-American,25 - 45,Low,Female,1,0,3,0,0,45
35,M,Caucasian,25 - 45,Low,Male,4,-1,2,0,0,31
54,F,Caucasian,Greater than 45,Low,Male,1,-1,1,0,0,1
20,F,African-American,Less than 25,Medium,Male,0,-1,6,0,0,1
27,F,Caucasian,25 - 45,Medium,Male,0,-3,6,0,0,1
21,F,African-American,Less than 25,Medium,Male,1,-1,7,0,0,2
27,M,Caucasian,25 - 45,High,Male,7,-1,9,1,1,2
34,F,African-American,25 - 45,High,Male,11,-1,8,1,1,1
54,M,African-American,Greater than 45,Low,Male,0,-1,1,0,0,1
29,F,Other,25 - 45,Low,Male,2,-1,2,1,1,2
39,F,African-American,25 - 45,Low,Male,1,-6,1,0,0,5
33,M,Caucasian,25 - 45,Low,Female,0,-2,1,0,0,1
40,F,Hispanic,25 - 45,Low,Female,7,-19,2,1,1,6
35,M,African-American,25 - 45,Low,Female,0,-1,4,0,0,1
28,M,Hispanic,25 - 45,Low,Male,0,0,2,1,1,2
53,M,African-American,Greater than 45,Low,Male,0,-3,1,0,0,1
28,M,Caucasian,25 - 45,Low,Male,2,-1,4,0,0,13
26,F,African-American,25 - 45,High,Male,0,-1,8,0,0,1
31,F,African-American,25 - 45,Medium,Male,3,0,5,0,0,1
24,M,Caucasian,Less than 25,High,Male,3,-1,8,1,1,1
45,F,Caucasian,Greater than 45,Medium,Male,19,-1,6,1,1,2
33,M,Hispanic,25 - 45,Low,Male,1,0,4,0,0,0
28,F,African-American,25 - 45,Medium,Male,1,0,7,0,0,0
45,F,Caucasian,Greater than 45,Low,Female,1,-1,3,1,1,1
33,F,Caucasian,25 - 45,High,Male,3,-19,8,1,1,15
23,F,Caucasian,Less than 25,Medium,Male,4,0,6,1,1,0
36,F,African-American,25 - 45,Medium,Male,6,-1,5,0,0,84
22,F,African-American,Less than 25,Low,Male,0,-1,3,0,0,1
28,F,African-American,25 - 45,Medium,Male,2,0,5,1,1,1
37,M,African-American,25 - 45,Low,Male,3,-1,2,1,0,1
52,M,Caucasian,Greater than 45,Low,Female,0,-1,1,0,0,1
26,F,Caucasian,25 - 45,Low,Male,0,0,2,1,0,2
28,F,Caucasian,25 - 45,Low,Male,4,-1,4,1,1,4
33,F,Caucasian,25 - 45,Low,Female,2,-1,4,0,0,14
23,F,Caucasian,Less than 25,Low,Male,3,-1,4,1,1,41
31,M,Caucasian,25 - 45,Low,Male,3,-1,4,1,1,1
55,M,Caucasian,Greater than 45,Low,Female,0,-1,1,0,0,1
24,F,Caucasian,Less than 25,Low,Male,3,0,4,1,1,0
37,M,African-American,25 - 45,Low,Male,2,0,1,0,0,1
41,F,African-American,25 - 45,Low,Male,0,0,1,0,0,177
26,M,Caucasian,25 - 45,Low,Male,0,-1,2,0,0,1
41,F,African-American,25 - 45,Medium,Male,13,-1,5,0,0,3
33,F,African-American,25 - 45,Medium,Male,6,-1,6,0,0,1
47,M,Hispanic,Greater than 45,Low,Male,0,-1,1,1,1,3
23,F,African-American,Less than 25,Medium,Male,0,-1,5,0,0,2
27,F,Caucasian,25 - 45,Low,Male,1,-1,3,0,0,1
24,F,Caucasian,Less than 25,Medium,Male,0,0,5,1,1,37
30,F,African-American,25 - 45,High,Male,10,0,9,0,0,94
55,F,Caucasian,Greater than 45,Low,Male,1,0,3,0,0,1
26,M,African-American,25 - 45,High,Male,13,0,10,1,1,7
35,F,African-American,25 - 45,Low,Male,0,0,3,0,0,1
20,M,African-American,Less than 25,Low,Male,1,-22,4,0,0,1
24,M,Caucasian,Less than 25,High,Male,3,-1,8,1,1,9
31,M,African-American,25 - 45,High,Male,8,-1,10,1,1,4
55,F,African-American,Greater than 45,Low,Male,0,-1,1,1,1,2
33,F,Caucasian,25 - 45,High,Male,7,-1,9,1,1,1
44,F,Caucasian,25 - 45,Medium,Male,6,-1,6,1,1,270
41,F,African-American,25 - 45,High,Male,25,-1,9,1,1,186
56,M,African-American,Greater than 45,High,Male,9,0,8,0,0,1
21,F,African-American,Less than 25,Low,Male,1,-10,3,0,0,2
48,M,Caucasian,Greater than 45,Low,Female,1,0,1,0,0,1
56,F,Caucasian,Greater than 45,Medium,Male,7,-1,6,1,1,194
39,M,Caucasian,25 - 45,Low,Male,2,-26,1,0,0,3
31,F,Hispanic,25 - 45,Low,Male,0,-1,2,0,0,2
25,F,Caucasian,25 - 45,Medium,Female,0,-1,6,0,0,1
28,F,African-American,25 - 45,Medium,Female,3,-16,5,0,0,16
30,F,African-American,25 - 45,Low,Male,0,-1,2,1,1,1
19,M,African-American,Less than 25,High,Female,0,-1,8,1,1,1
20,M,African-American,Less than 25,Low,Male,0,-1,4,1,1,1
57,F,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,5
51,M,African-American,Greater than 45,Medium,Male,8,-1,6,1,1,1
27,F,African-American,25 - 45,Low,Male,5,0,3,1,1,3
26,F,African-American,25 - 45,Medium,Male,0,-1,5,0,0,1
23,M,Caucasian,Less than 25,High,Male,3,-1,8,1,1,36
35,M,African-American,25 - 45,High,Male,14,-1,8,1,1,1
37,F,African-American,25 - 45,Medium,Male,5,-29,6,0,0,0
48,F,African-American,Greater than 45,Low,Male,0,0,1,0,0,2
21,F,African-American,Less than 25,High,Male,0,-1,9,0,0,2
52,M,African-American,Greater than 45,Low,Male,1,-21,1,0,0,10
22,F,African-American,Less than 25,Low,Male,0,-1,4,1,1,1
41,F,Caucasian,25 - 45,Low,Male,1,-1,2,1,1,2
25,M,Caucasian,25 - 45,Medium,Female,1,-1,5,1,1,1
54,M,African-American,Greater than 45,Low,Male,0,0,1,1,1,0
25,F,African-American,25 - 45,High,Male,13,-8,10,1,1,36
40,F,Caucasian,25 - 45,Low,Female,4,-1,4,1,0,2
22,F,African-American,Less than 25,Medium,Male,0,0,7,0,0,11
50,F,Caucasian,Greater than 45,Low,Male,10,-1,4,0,0,1
35,M,Caucasian,25 - 45,Low,Male,2,0,3,1,0,0
28,F,Caucasian,25 - 45,High,Male,7,-1,9,1,1,1
21,F,African-American,Less than 25,Medium,Male,0,-1,7,0,0,2
27,F,Caucasian,25 - 45,Low,Male,0,-1,3,0,0,5
22,F,African-American,Less than 25,Low,Male,0,0,3,1,1,0
38,F,Hispanic,25 - 45,High,Female,20,-1,9,1,1,2
32,F,Caucasian,25 - 45,Medium,Male,0,0,5,0,0,7
59,F,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,1
20,M,Other,Less than 25,Medium,Male,0,-1,6,1,1,1
59,F,Caucasian,Greater than 45,Low,Male,0,0,1,0,0,0
44,F,Caucasian,25 - 45,Low,Female,1,-3,1,1,1,1
26,M,African-American,25 - 45,High,Male,9,-1,10,1,1,2
30,F,African-American,25 - 45,Medium,Male,9,-1,6,1,1,1
25,M,African-American,25 - 45,High,Male,3,0,8,1,1,0
44,M,Hispanic,25 - 45,Low,Male,0,-2,1,0,0,1
31,M,African-American,25 - 45,Medium,Female,0,-2,6,1,1,2
32,F,African-American,25 - 45,Low,Female,0,-1,3,0,0,1
37,F,African-American,25 - 45,High,Male,22,-1,9,1,1,81
22,F,Caucasian,Less than 25,Low,Male,2,-1,4,0,0,1
38,M,African-American,25 - 45,Medium,Male,8,-1,6,1,1,10
34,F,Caucasian,25 - 45,Low,Male,2,-1,4,0,0,3
30,F,African-American,25 - 45,Low,Male,7,-1,3,0,0,2
38,F,Caucasian,25 - 45,Low,Female,0,-1,4,1,1,1
36,F,African-American,25 - 45,High,Male,10,-1,10,1,1,33
46,F,Other,Greater than 45,Low,Male,0,0,1,0,0,0
35,F,Caucasian,25 - 45,Medium,Male,2,0,5,1,1,1
35,F,African-American,25 - 45,Low,Male,0,-1,1,0,0,1
20,F,Other,Less than 25,Medium,Male,1,-1,6,1,1,1
30,F,African-American,25 - 45,High,Female,9,-1,9,1,1,243
34,F,African-American,25 - 45,High,Male,16,-1,9,1,1,1
31,F,Caucasian,25 - 45,Low,Male,3,-19,4,1,1,1
32,M,Hispanic,25 - 45,Low,Male,0,-1,1,1,1,2
31,F,Caucasian,25 - 45,High,Male,4,0,8,1,1,2
22,F,Caucasian,Less than 25,High,Male,2,-1,8,1,1,12
31,F,Hispanic,25 - 45,High,Male,0,-1,10,0,0,81
36,M,African-American,25 - 45,Medium,Male,5,-1,5,1,1,1
39,M,African-American,25 - 45,Low,Male,2,-1,1,0,0,47
51,F,African-American,Greater than 45,High,Male,9,-1,9,1,1,35
35,F,African-American,25 - 45,Low,Male,7,-1,2,1,1,1
35,F,Hispanic,25 - 45,Low,Male,0,-1,3,0,0,2
23,F,Hispanic,Less than 25,Low,Male,0,-1,2,1,1,1
37,M,African-American,25 - 45,Low,Male,0,-1,3,0,0,3
25,M,African-American,25 - 45,Medium,Male,3,0,6,0,0,7
27,F,African-American,25 - 45,Low,Female,0,-1,3,0,0,1
47,M,Caucasian,Greater than 45,Low,Male,2,-25,1,0,0,1
46,M,African-American,Greater than 45,Medium,Male,12,-1,6,0,0,3
27,F,Caucasian,25 - 45,Medium,Male,0,-1,5,0,0,1
34,F,African-American,25 - 45,High,Male,0,-1,9,1,1,2
25,M,Caucasian,25 - 45,Low,Male,0,-1,2,0,0,0
26,M,African-American,25 - 45,Medium,Male,5,-1,5,0,0,1
25,F,African-American,25 - 45,Low,Male,1,-18,4,1,1,1
60,F,African-American,Greater than 45,High,Male,9,-1,8,0,0,1
49,M,Other,Greater than 45,Low,Male,0,-1,1,1,1,1
30,F,African-American,25 - 45,High,Male,12,0,9,1,1,0
21,F,African-American,Less than 25,Low,Male,0,-3,4,0,0,1
25,F,African-American,25 - 45,High,Male,4,-1,8,1,1,1
21,F,African-American,Less than 25,Low,Male,0,16,4,1,1,31
29,M,Hispanic,25 - 45,High,Male,1,-2,9,0,0,1
29,M,African-American,25 - 45,Low,Male,4,-26,4,0,0,1
21,M,Hispanic,Less than 25,Low,Male,0,0,3,0,0,1
53,M,Other,Greater than 45,Low,Male,4,-1,1,1,1,1
51,F,Caucasian,Greater than 45,Low,Male,2,0,1,0,0,23
29,M,African-American,25 - 45,Low,Male,1,0,1,0,0,0
24,F,Other,Less than 25,Medium,Female,0,0,5,0,0,0
24,F,Other,Less than 25,High,Male,2,-1,10,1,1,242
37,F,Hispanic,25 - 45,Low,Male,5,-1,2,0,0,1
20,F,Caucasian,Less than 25,High,Male,0,-1,9,1,1,0
53,F,Caucasian,Greater than 45,Low,Male,1,-21,1,0,0,21
25,F,African-American,25 - 45,High,Male,5,-1,8,0,0,35
38,M,Hispanic,25 - 45,Low,Male,0,0,1,0,0,1
22,F,African-American,Less than 25,High,Male,3,0,10,1,1,319
21,F,African-American,Less than 25,High,Male,1,-1,8,1,0,13
21,F,Caucasian,Less than 25,Medium,Male,1,-1,5,1,1,5
27,M,African-American,25 - 45,High,Male,6,-1,8,1,1,1
28,M,African-American,25 - 45,Medium,Male,14,29,7,1,1,20
49,M,African-American,Greater than 45,Low,Male,6,-1,4,1,1,1
52,F,African-American,Greater than 45,High,Male,7,-1,9,1,1,4
25,M,African-American,25 - 45,Medium,Male,1,-1,6,0,0,1
56,F,Caucasian,Greater than 45,Low,Male,2,-4,4,0,0,3
34,F,African-American,25 - 45,High,Male,22,-29,9,0,0,2
35,F,Hispanic,25 - 45,Medium,Male,7,0,7,0,0,1
23,M,African-American,Less than 25,Low,Male,1,-27,3,1,1,1
22,F,Caucasian,Less than 25,Medium,Male,0,-3,5,0,0,0
23,F,African-American,Less than 25,High,Male,0,-1,8,1,1,2
30,M,African-American,25 - 45,High,Male,4,-1,10,0,0,54
42,M,African-American,25 - 45,Medium,Male,1,0,6,1,1,6
50,M,African-American,Greater than 45,High,Male,24,0,8,1,1,32
37,M,Other,25 - 45,Low,Male,4,-1,1,1,1,2
37,F,African-American,25 - 45,High,Male,0,-1,9,0,0,1
23,F,African-American,Less than 25,Low,Male,1,0,4,0,0,1
41,F,Caucasian,25 - 45,Low,Male,0,-1,1,0,0,1
50,F,African-American,Greater than 45,Low,Male,5,29,2,0,0,32
41,F,Hispanic,25 - 45,High,Male,19,-1,10,1,1,43
26,F,African-American,25 - 45,Low,Male,2,-1,2,1,1,4
40,F,Other,25 - 45,Medium,Male,8,-1,7,1,1,40
23,F,African-American,Less than 25,High,Male,2,-1,8,1,1,7
55,F,Caucasian,Greater than 45,Low,Male,1,-1,2,1,1,33
24,F,African-American,Less than 25,Medium,Male,0,-1,6,1,1,2
33,M,Caucasian,25 - 45,Low,Male,5,-1,1,1,1,1
23,F,Caucasian,Less than 25,Low,Male,0,-1,2,0,0,1
37,M,African-American,25 - 45,Medium,Male,1,-3,7,1,1,1
64,F,Other,Greater than 45,Low,Female,0,-1,1,0,0,1
51,M,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,1
40,F,Other,25 - 45,Low,Male,4,-1,1,1,1,16
35,M,African-American,25 - 45,Medium,Female,3,0,6,1,1,1
22,F,Hispanic,Less than 25,Low,Male,1,-1,4,1,1,2
29,F,African-American,25 - 45,High,Male,2,0,9,0,0,160
57,M,Caucasian,Greater than 45,Low,Male,0,-3,1,0,0,2
20,M,African-American,Less than 25,Medium,Male,1,0,5,1,1,0
23,M,Other,Less than 25,Medium,Female,0,-1,5,0,0,1
23,F,African-American,Less than 25,High,Male,3,-1,8,1,1,91
36,M,Caucasian,25 - 45,Low,Male,9,0,4,1,1,1
55,M,Caucasian,Greater than 45,Low,Male,1,-3,1,0,0,1
53,M,African-American,Greater than 45,Medium,Male,18,-1,7,1,1,41
21,F,African-American,Less than 25,High,Male,1,-1,9,1,1,1
27,M,African-American,25 - 45,Low,Male,3,-1,3,1,1,12
28,F,African-American,25 - 45,High,Male,6,-1,9,1,1,3
26,F,Caucasian,25 - 45,Low,Male,1,-1,3,1,1,1
25,F,Caucasian,25 - 45,Medium,Male,1,-1,6,0,0,1
66,F,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,1
28,M,African-American,25 - 45,Low,Male,3,0,2,0,0,0
24,M,African-American,Less than 25,Medium,Male,0,-2,5,0,0,1
60,M,Caucasian,Greater than 45,Low,Male,18,-26,2,1,1,3
37,F,African-American,25 - 45,Low,Male,2,-1,4,1,1,1
73,M,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,1
44,F,African-American,25 - 45,Low,Male,0,-1,2,0,0,2
42,M,Hispanic,25 - 45,Low,Male,0,0,1,0,0,4
40,F,African-American,25 - 45,Medium,Male,6,-1,7,0,0,2
21,F,Hispanic,Less than 25,High,Male,0,0,10,0,0,7
56,M,Caucasian,Greater than 45,Low,Male,0,-2,1,1,1,1
42,F,African-American,25 - 45,Low,Male,3,-1,1,0,0,1
50,F,Caucasian,Greater than 45,Low,Male,1,-1,3,0,0,2
34,M,Caucasian,25 - 45,Low,Male,0,-1,2,0,0,1
47,M,African-American,Greater than 45,Low,Male,1,-1,1,1,1,2
58,F,Caucasian,Greater than 45,Low,Male,3,-1,2,0,0,2
48,F,Caucasian,Greater than 45,Low,Male,3,-7,4,0,0,0
20,F,Caucasian,Less than 25,Low,Female,0,-2,3,1,0,1
53,F,African-American,Greater than 45,Low,Female,10,-1,2,1,1,4
29,F,African-American,25 - 45,High,Male,0,-1,9,0,0,1
38,M,Other,25 - 45,Low,Male,1,-1,1,0,0,1
43,M,Caucasian,25 - 45,Low,Female,0,0,2,0,0,0
25,M,Hispanic,25 - 45,Low,Male,2,-1,3,1,1,1
53,M,Caucasian,Greater than 45,Low,Male,1,-1,1,1,1,5
22,M,Caucasian,Less than 25,Medium,Male,0,-1,7,0,0,1
32,M,Hispanic,25 - 45,Low,Female,1,-11,2,0,0,11
26,M,Caucasian,25 - 45,Medium,Male,9,-1,7,1,1,1
48,F,Other,Greater than 45,Low,Female,0,-1,1,0,0,1
23,F,African-American,Less than 25,High,Male,4,-1,10,1,1,1
71,M,Caucasian,Greater than 45,Low,Male,1,-28,1,0,0,4
61,M,Caucasian,Greater than 45,Low,Female,0,-1,1,0,0,0
22,M,Caucasian,Less than 25,Medium,Female,2,-22,5,0,0,1
54,M,Caucasian,Greater than 45,Low,Female,1,-22,2,0,0,0
24,F,Caucasian,Less than 25,High,Male,6,-1,9,0,0,1
28,F,Caucasian,25 - 45,Medium,Female,0,-1,5,0,0,1
25,F,Caucasian,25 - 45,High,Female,2,0,10,0,0,181
22,F,African-American,Less than 25,Medium,Female,1,-28,5,0,0,13
24,F,African-American,Less than 25,Low,Male,2,0,3,1,1,1
35,F,African-American,25 - 45,Low,Male,0,-1,4,0,0,1
21,F,African-American,Less than 25,Low,Male,0,-1,3,0,0,1
49,M,Caucasian,Greater than 45,Low,Male,1,0,1,0,0,4
26,F,African-American,25 - 45,High,Male,6,-1,9,1,1,2
30,F,African-American,25 - 45,High,Male,7,-1,9,1,1,39
30,F,African-American,25 - 45,Low,Male,5,-1,4,1,1,181
64,F,Caucasian,Greater than 45,Low,Male,8,-1,1,0,0,1
45,F,Caucasian,Greater than 45,Low,Female,7,-1,2,1,1,1
37,M,African-American,25 - 45,Low,Male,3,-1,2,0,0,1
34,F,African-American,25 - 45,Medium,Female,1,-1,7,1,1,116
60,F,Hispanic,Greater than 45,Low,Male,4,-15,1,0,0,6
58,M,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,1
27,F,Caucasian,25 - 45,Low,Male,0,-1,1,0,0,1
30,M,African-American,25 - 45,Low,Male,0,0,1,1,1,0
25,M,African-American,25 - 45,Low,Male,0,0,2,0,0,0
60,F,African-American,Greater than 45,High,Male,19,0,8,1,1,39
56,F,African-American,Greater than 45,High,Male,24,22,8,0,0,6
33,M,African-American,25 - 45,Low,Male,2,-1,1,0,0,1
25,F,Caucasian,25 - 45,High,Male,9,-1,9,1,1,88
32,F,African-American,25 - 45,Medium,Male,6,-1,7,1,1,4
24,F,African-American,Less than 25,Low,Male,3,-1,3,1,1,1
23,F,Caucasian,Less than 25,High,Male,2,-1,8,1,1,8
23,F,Hispanic,Less than 25,Medium,Male,3,-1,6,1,1,3
25,F,African-American,25 - 45,Low,Male,1,-1,4,1,1,1
20,F,African-American,Less than 25,Low,Female,0,-1,4,0,0,1
32,F,African-American,25 - 45,High,Male,9,-1,9,0,0,1
49,F,African-American,Greater than 45,Low,Female,0,0,1,0,0,1
22,F,African-American,Less than 25,Low,Male,1,-4,3,0,0,1
24,F,African-American,Less than 25,Low,Male,0,-1,3,0,0,1
26,F,Caucasian,25 - 45,Medium,Male,10,7,7,1,1,0
29,M,African-American,25 - 45,Low,Male,1,0,2,1,1,2
